,bhk,type,area,price,region
6697,2,Apartment,1000,10000000.0,Kharghar
6699,2,Apartment,820,7000000.0,Kamothe
6700,1,Apartment,760,5400000.0,Panvel
6702,1,Apartment,760,5300000.0,Panvel
6707,3,Apartment,1650,14500000.0,Kharghar
6708,3,Apartment,1425,28500000.0,Thane West
6709,3,Apartment,1100,20000000.0,Thane West
6710,3,Apartment,1600,18000000.0,Thane West
6711,3,Apartment,1470,19000000.0,Thane West
6714,2,Apartment,830,5850000.0,Kalyan West
6715,1,Apartment,570,4400000.0,Kalyan West
6716,1,Apartment,645,4300000.0,Kalyan West
6717,1,Apartment,600,4300000.0,Kalyan West
6719,3,Apartment,1050,13799999.999999998,Mira Road East
6720,1,Apartment,588,3300000.0,Dombivali
6722,1,Apartment,677,5500000.0,Anjurdive
6725,1,Apartment,645,5200000.0,Mira Road East
6726,2,Apartment,900,9750000.0,Bhayandar East
6727,1,Studio Apartment,365,3700000.0,Seawoods
6728,3,Apartment,1450,15500000.0,Kharghar
6729,2,Apartment,1250,15500000.0,Kharghar
6730,2,Apartment,1150,11399999.999999998,Kharghar
6732,3,Apartment,1665,18200000.0,Kharghar
6733,3,Apartment,1700,20000000.0,Kharghar
6734,2,Apartment,1205,12800000.0,Kharghar
6735,1,Apartment,575,2500000.0,Badlapur East
6743,1,Apartment,680,3800000.0,Dronagiri
6744,3,Apartment,1300,18500000.0,Thane West
6745,3,Apartment,1600,20000000.0,Thane West
6746,2,Apartment,900,16000000.0,Thane West
6747,2,Apartment,1120,18500000.0,Kandivali East
6748,3,Apartment,1100,7000000.0,Kalyan West
6750,1,Apartment,644,2900000.0,Taloja
6751,3,Apartment,1320,26000000.0,Wadala
6752,1,Apartment,585,11600000.0,Wadala
6753,2,Apartment,960,17000000.0,Wadala
6754,2,Apartment,1350,29300000.0,Wadala
6755,2,Apartment,825,5600000.0,Panvel
6756,2,Apartment,1070,11500000.0,Seawoods
6757,2,Apartment,1010,13600000.000000002,Nerul
6758,1,Apartment,658,7600000.0,Seawoods
6759,1,Apartment,654,7600000.0,Seawoods
6761,1,Apartment,650,6200000.0,Andheri West
6762,3,Apartment,1350,19500000.0,Thane West
6763,3,Apartment,1300,19400000.0,Thane West
6764,2,Apartment,1000,11100000.000000002,Thane West
6765,2,Apartment,1000,11000000.0,Thane West
6766,2,Apartment,1450,15000000.0,Kharghar
6768,3,Apartment,2400,27500000.0,Kharghar
6769,2,Apartment,1160,18500000.0,Kandivali East
6772,1,Apartment,400,7000000.0,Kandivali East
6773,2,Apartment,1157,18200000.0,Kandivali East
6774,2,Apartment,1157,17900000.0,Kandivali East
6775,2,Apartment,1090,17800000.0,Kandivali East
6776,1,Apartment,640,3022000.0,Badlapur East
6777,1,Apartment,735,7600000.0,Mira Road East
6778,4,Apartment,1152,11800000.0,Mira Road East
6779,2,Apartment,980,8750000.0,Mira Road East
6780,2,Apartment,995,10600000.0,Mira Road East
6781,2,Apartment,1040,9370000.0,Mira Road East
6782,2,Apartment,1050,11600000.0,Mira Road East
6784,2,Apartment,1110,8530000.0,Mira Road East
6785,1,Apartment,585,1800000.0,Boisar
6786,1,Apartment,585,1898999.9999999998,Boisar
6789,1,Apartment,690,7500000.0,Thane West
6790,2,Apartment,810,11000000.0,Thane West
6791,3,Apartment,1135,17500000.0,Thane West
6793,1,Apartment,490,7900000.0,Kandivali East
6797,3,Apartment,1000,19200000.0,Kandivali East
6798,2,Apartment,800,11900000.0,Kandivali East
6799,1,Apartment,585,1705000.0,Boisar
6800,3,Apartment,1100,12500000.0,Belapur
6801,3,Apartment,1300,9300000.0,Kalyan East
6802,1,Apartment,650,3500000.0,Dombivali
6803,2,Apartment,962,14000000.0,Kharghar
6804,2,Apartment,1070,13000000.0,Kharghar
6806,3,Apartment,2000,27000000.0,Kharghar
6807,2,Apartment,820,9500000.0,Dombivali
6808,2,Apartment,1255,15000000.0,Kharghar
6809,2,Apartment,1170,7000000.0,Kharghar
6810,1,Apartment,720,5700000.0,Kharghar
6812,3,Apartment,1950,40000000.0,Thane West
6814,2,Apartment,1380,11000000.0,Kharghar
6816,1,Apartment,400,7200000.0,Kandivali East
6817,3,Apartment,1500,17500000.0,Thane West
6818,1,Apartment,680,5300000.0,Kamothe
6819,2,Apartment,864,5410000.0,Dombivali
6820,2,Apartment,1593,8750000.0,Dombivali
6821,3,Apartment,1367,7520000.0,Dombivali
6823,2,Apartment,909,5210000.0,Dombivali
6824,2,Apartment,1593,9600000.0,Dombivali
6826,1,Apartment,725,6350000.0,Mira Road East
6827,1,Apartment,708,6130000.0,Mira Road East
6828,1,Apartment,795,6640000.000000001,Mira Road East
6830,1,Apartment,710,7100000.0,Mira Road East
6831,2,Apartment,1015,9175000.0,Mira Road East
6834,3,Apartment,1729,17000000.0,Panvel
6835,2,Apartment,1264,10800000.0,Panvel
6836,3,Apartment,1850,23000000.0,Thane West
6837,1,Apartment,500,5700000.0,Thane West
6838,2,Apartment,750,12500000.0,Thane West
6839,2,Apartment,910,11000000.0,Thane West
6840,2,Apartment,800,11800000.0,Thane West
6841,2,Apartment,960,11000000.0,Thane West
6843,1,Apartment,600,7800000.0,Thane West
6844,3,Apartment,1205,13000000.0,Thane West
6845,1,Apartment,540,7800000.0,Thane West
6846,3,Apartment,1725,17500000.0,Kharghar
6847,2,Apartment,1200,13500000.0,Kharghar
6848,3,Apartment,1600,18000000.0,Kharghar
6852,2,Apartment,900,7800000.0,Mira Road East
6853,2,Apartment,900,8400000.0,Mira Road East
6854,2,Apartment,905,7000000.0,Kalyan West
6855,3,Apartment,1315,26500000.0,Wadala
6856,2,Apartment,1200,19000000.0,Kandivali East
6857,2,Apartment,850,32500000.0,Lower Parel
6858,3,Apartment,1750,110000000.0,Tardeo
6869,2,Apartment,1070,9100000.0,Mira Road East
6871,2,Apartment,1300,11299999.999999998,Mira Road East
6886,1,Apartment,730,7650000.0,Mira Road East
6887,2,Apartment,1050,10700000.0,Mira Road East
6888,2,Apartment,1050,10400000.0,Mira Road East
6889,2,Apartment,1100,9900000.0,Mira Road East
6890,1,Apartment,760,6800000.0,Mira Road East
6892,1,Apartment,730,6500000.0,Mira Road East
6893,1,Apartment,705,6500000.0,Mira Road East
6908,2,Apartment,990,8400000.0,Mira Road East
6909,2,Apartment,1050,8750000.0,Mira Road East
6910,1,Apartment,705,6650000.0,Mira Road East
6911,2,Apartment,1050,8100000.0,Mira Road East
6914,2,Apartment,1300,9400000.0,Kamothe
6915,1,Apartment,650,6400000.0,Kamothe
6916,1,Apartment,600,12200000.0,Mulund East
6917,2,Apartment,1010,7500000.0,Panvel
6921,2,Apartment,1150,12200000.0,Kharghar
6922,2,Apartment,1150,9000000.0,Kharghar
6923,3,Apartment,1400,15000000.0,Kharghar
6924,2,Apartment,1150,12800000.0,Kharghar
6926,3,Apartment,1500,12000000.0,Kharghar
6927,2,Apartment,1210,12500000.0,Kharghar
6928,3,Apartment,1400,16500000.0,Kharghar
6932,2,Apartment,1150,12500000.0,Kharghar
6935,1,Apartment,610,2650000.0,Naigaon East
6936,1,Apartment,610,2500000.0,Naigaon East
6938,1,Apartment,540,2800000.0,Naigaon East
6939,2,Apartment,890,4700000.0,Naigaon East
6943,1,Apartment,535,3200000.0,Naigaon East
6959,1,Apartment,500,2500000.0,Naigaon East
6960,3,Apartment,1080,6200000.0,Naigaon East
6961,2,Apartment,915,4600000.0,Naigaon East
6963,1,Apartment,610,3200000.0,Naigaon East
6966,2,Apartment,820,4555000.0,Naigaon East
6967,1,Apartment,655,4050000.0,Kalyan West
6969,3,Apartment,1380,23500000.0,Sion
6970,4,Apartment,2000,35000000.0,Kharghar
6971,4,Apartment,3200,42500000.0,Kharghar
6972,4,Apartment,1650,70000000.0,Parel
6974,1,Apartment,565,6500000.0,Mira Road East
6975,2,Apartment,726,12500000.0,Mira Road East
6976,1,Apartment,750,11800000.0,Andheri East
6977,1,Apartment,690,5500000.0,Taloja
6978,1,Apartment,642,4000000.0,Taloja
6979,4,Apartment,2400,40000000.0,Thane West
6982,1,Apartment,580,2804000.0,Badlapur East
6986,1,Studio Apartment,320,6300000.0,Kandivali West
6987,2,Apartment,965,19300000.0,Wadala
6988,1,Apartment,600,2731000.0,Nala Sopara
6989,2,Apartment,980,8200000.0,Ulwe
6990,2,Apartment,1050,9800000.0,Ulwe
6991,4,Apartment,1710,29000000.0,Mulund West
6995,2,Apartment,1350,11100000.000000002,Ulwe
7000,2,Apartment,1000,36700000.0,Wadala
7001,2,Apartment,925,27500000.0,Wadala
7002,2,Apartment,1377,27300000.0,Wadala
7003,2,Apartment,1377,28000000.0,Wadala
7004,2,Apartment,1377,28500000.0,Wadala
7005,3,Apartment,1701,40000000.0,Wadala
7007,2,Apartment,1377,27500000.0,Wadala
7008,3,Apartment,1086,36000000.0,Wadala
7009,3,Apartment,1701,39000000.0,Wadala
7011,3,Apartment,1701,39400000.0,Wadala
7012,3,Apartment,1701,31000000.0,Wadala
7013,1,Apartment,637,17000000.0,Wadala
7014,2,Apartment,1377,26500000.0,Wadala
7015,3,Apartment,1701,38500000.0,Wadala
7016,4,Apartment,1377,26900000.0,Wadala
7017,1,Apartment,730,15700000.0,Wadala
7018,3,Apartment,1330,39500000.0,Wadala
7019,3,Apartment,1086,33000000.0,Wadala
7020,2,Apartment,955,27000000.0,Wadala
7021,3,Apartment,1000,18000000.0,Chembur
7022,1,Studio Apartment,485,2300000.0,Taloja
7023,1,Apartment,625,3000000.0,Dronagiri
7024,1,Apartment,680,3300000.0,Dronagiri
7026,1,Apartment,688,4200000.0,Dronagiri
7027,2,Apartment,1300,8000000.0,Dronagiri
7034,2,Apartment,1020,8200000.0,Mira Road East
7035,2,Apartment,1030,8800000.0,Mira Road East
7038,2,Apartment,990,9150000.0,Mira Road East
7039,2,Apartment,1045,8400000.0,Mira Road East
7040,2,Apartment,1045,10700000.0,Bhayandar East
7076,2,Apartment,1050,14500000.0,Thane West
7077,3,Villa,2000,15100000.0,other
7078,2,Apartment,1250,30000000.0,Girgaon
7082,4,Apartment,3285,78500000.0,Wadala
7083,2,Apartment,1050,15800000.0,Kandivali East
7084,1,Apartment,656,4200000.0,other
7085,1,Apartment,650,4600000.0,other
7086,2,Apartment,1100,7500000.0,Kharghar
7090,1,Apartment,573,1950000.0,other
7091,2,Apartment,1065,6500000.0,Kharghar
7092,1,Apartment,650,4600000.0,Kharghar
7093,2,Apartment,1085,8500000.0,Kharghar
7094,1,Apartment,675,6300000.0,Mira Road East
7095,1,Apartment,485,4499000.0,Mira Road East
7096,3,Apartment,1160,17500000.0,Nerul
7097,6,Apartment,3100,22400000.000000004,Dronagiri
7101,2,Apartment,1140,9500000.0,Ulwe
7102,2,Apartment,1200,9200000.0,Ulwe
7103,2,Apartment,1377,27900000.0,Wadala
7104,2,Apartment,1377,27100000.0,Wadala
7105,2,Apartment,970,27000000.0,Wadala
7106,2,Apartment,925,30000000.0,Wadala
7107,3,Apartment,2000,50000000.0,Wadala
7108,1,Apartment,637,16000000.0,Wadala
7110,2,Apartment,1377,27000000.0,Wadala
7111,2,Apartment,977,26900000.0,Wadala
7115,3,Apartment,1701,41000000.0,Wadala
7117,2,Apartment,1337,27300000.0,Wadala
7119,4,Apartment,2005,67000000.0,Wadala
7120,2,Apartment,925,28000000.0,Wadala
7122,3,Apartment,1701,37500000.0,Wadala
7130,2,Apartment,1377,30000000.0,Wadala
7135,3,Apartment,1701,38000000.0,Wadala
7138,3,Apartment,1701,35000000.0,Wadala
7140,3,Apartment,1701,47000000.0,Wadala
7141,2,Apartment,1137,27000000.0,Wadala
7142,3,Apartment,1330,38500000.0,Wadala
7144,3,Apartment,1701,40599999.99999999,Wadala
7145,2,Apartment,925,26500000.0,Wadala
7146,3,Apartment,1701,39600000.0,Wadala
7154,2,Apartment,680,12000000.0,Bhayandar East
7155,1,Apartment,674,6300000.0,Mira Road East
7156,2,Apartment,864,7948999.999999999,Mira Road East
7157,2,Apartment,690,10500000.0,Mira Road East
7158,1,Apartment,530,5500000.0,Mira Road East
7160,2,Apartment,600,8000000.0,Mira Road East
7163,2,Apartment,650,8451000.0,Mira Road East
7165,1,Apartment,720,6700000.0,Mira Road East
7168,1,Apartment,580,6598999.999999999,Mira Road East
7177,1,Apartment,530,6500000.0,Mira Road East
7178,2,Apartment,1200,14000000.0,Kharghar
7179,1,Apartment,600,5500000.0,Thane West
7180,2,Apartment,800,11000000.0,Thane West
7181,1,Apartment,450,2520000.0,Karjat
7182,2,Apartment,811,16000000.0,Sion
7183,2,Apartment,811,14800000.0,Sion
7185,2,Apartment,800,8200000.0,Kalyan West
7187,2,Apartment,1125,8500000.0,Kharghar
7190,2,Apartment,1300,29700000.000000004,Wadala
7191,2,Apartment,1137,33000000.0,Wadala
7192,3,Apartment,2100,41500000.0,Wadala
7196,2,Apartment,700,11900000.0,Sion
7199,3,Apartment,1270,24900000.000000004,Sion
7204,2,Apartment,867,3890000.0,Ambernath West
7213,2,Apartment,940,11000000.0,Kandivali East
7214,3,Apartment,1255,17500000.0,Kandivali East
7216,2,Apartment,1053,11900000.0,Mira Road East
7218,3,Apartment,1000,18500000.0,Kandivali East
7220,2,Apartment,690,41400000.0,Girgaon
7225,2,Apartment,1000,7500000.0,Kharghar
7229,2,Apartment,515,8500000.0,Kandivali East
7232,3,Apartment,2100,23500000.0,Belapur
7233,1,Apartment,650,4600000.0,Kalyan West
7234,3,Apartment,1700,33400000.0,Kandivali West
7235,1,Apartment,637,17200000.0,Wadala
7236,1,Apartment,641,3800000.0,Taloja
7238,3,Apartment,1330,22500000.0,Sion
7239,2,Apartment,750,13500000.0,Sion
7240,1,Apartment,692,3840000.0,Ambernath East
7241,1,Apartment,745,4582000.0,Ambernath East
7244,3,Apartment,1350,18500000.0,Thane West
7245,3,Apartment,1400,19500000.0,Thane West
7246,2,Apartment,1000,17700000.0,Thane West
7248,1,Apartment,368,12700000.0,Parel
7249,1,Apartment,374,13799999.999999998,Parel
7250,2,Apartment,1250,11200000.000000002,Ulwe
7251,1,Apartment,690,5200000.0,Ulwe
7252,1,Apartment,715,5900000.0,Ulwe
7253,1,Studio Apartment,450,2250000.0,Taloja
7254,1,Apartment,570,3000000.0,Taloja
7255,3,Apartment,1270,25000000.0,Sion
7256,3,Apartment,1435,23500000.0,Kandivali East
7257,3,Apartment,1330,20500000.0,Kandivali East
7258,1,Apartment,525,8900000.0,Kandivali East
7259,4,Apartment,1820,30000000.0,Kandivali East
7264,2,Apartment,850,21500000.0,Kanjurmarg
7265,1,Apartment,700,4900000.0,Thane West
7266,1,Apartment,700,4800000.0,Thane West
7267,2,Apartment,1010,8500000.0,Dahisar
7268,1,Apartment,690,6000000.0,Dahisar
7269,1,Apartment,650,6400000.0,Koper Khairane
7270,3,Apartment,1500,73900000.0,Lower Parel
7271,3,Apartment,1350,18700000.0,Mira Road East
7272,2,Apartment,920,13600000.000000002,Mira Road East
7275,2,Apartment,890,9240000.0,Mira Road East
7277,1,Apartment,660,6100000.0,Mira Road East
7282,2,Apartment,890,9100000.0,Mira Road East
7283,1,Apartment,670,6600000.0,Mira Road East
7284,3,Apartment,1701,38600000.0,Wadala
7285,2,Apartment,1377,28100000.0,Wadala
7286,3,Apartment,1701,41500000.0,Wadala
7287,3,Apartment,1330,39000000.0,Wadala
7290,3,Apartment,1701,48700000.0,Wadala
7291,3,Apartment,1701,39500000.0,Wadala
7293,2,Apartment,1377,29800000.0,Wadala
7294,3,Apartment,1701,40100000.0,Wadala
7295,3,Apartment,1701,39700000.0,Wadala
7297,2,Apartment,1377,27200000.000000004,Wadala
7298,2,Apartment,1377,26000000.0,Wadala
7299,3,Apartment,1650,52000000.0,Wadala
7300,2,Apartment,1377,26800000.0,Wadala
7301,1,Apartment,575,2185000.0,Bhiwandi
7302,1,Apartment,465,1767000.0000000002,Bhiwandi
7304,2,Apartment,855,3163000.0,Bhiwandi
7305,1,Apartment,605,2238000.0,Bhiwandi
7306,1,Studio Apartment,375,1387000.0,Bhiwandi
7307,2,Apartment,988,4149000.0,Neral
7308,1,Apartment,600,2520000.0,Kasheli
7309,1,Apartment,655,2751000.0,Kasheli
7310,1,Apartment,585,2164000.0,Bhiwandi
7311,2,Apartment,1000,17000000.0,Kandivali East
7312,2,Apartment,1060,13000000.0,Thane West
7313,2,Apartment,895,6500000.0,Kalyan West
7315,3,Apartment,1350,21000000.0,Sion
7318,1,Apartment,585,3800000.0,Kalyan West
7321,3,Apartment,1600,28500000.0,Nerul
7324,3,Apartment,1685,13500000.0,Ulwe
7325,3,Apartment,1650,14000000.0,Ulwe
7326,3,Apartment,1700,14500000.0,Ulwe
7327,3,Apartment,1725,16000000.0,Ulwe
7328,2,Apartment,825,14000000.0,Kanjurmarg
7329,2,Apartment,520,12100000.0,Kanjurmarg
7330,1,Apartment,510,12000000.0,Kanjurmarg
7331,2,Apartment,923,17500000.0,Kanjurmarg
7332,1,Apartment,500,11500000.0,Kanjurmarg
7333,2,Apartment,951,21500000.0,Kanjurmarg
7334,1,Apartment,510,11500000.0,Kanjurmarg
7335,1,Apartment,500,9500000.0,Bhandup West
7336,3,Apartment,900,20000000.0,Kanjurmarg
7337,3,Apartment,1300,29000000.0,Kanjurmarg
7338,2,Apartment,1000,19000000.0,Kanjurmarg
7339,3,Apartment,1200,32500000.0,Kanjurmarg
7341,2,Apartment,700,16800000.0,Kanjurmarg
7342,3,Apartment,950,19500000.0,Kanjurmarg
7343,2,Apartment,800,20000000.0,Kanjurmarg
7344,2,Apartment,951,20000000.0,Kanjurmarg
7345,2,Apartment,994,21000000.0,Kanjurmarg
7346,1,Apartment,450,9500000.0,Vikhroli
7347,2,Apartment,1130,10200000.0,Mira Road East
7348,2,Apartment,1050,9730000.0,Mira Road East
7349,1,Apartment,410,9200000.0,Vikhroli
7350,2,Apartment,730,17000000.0,Kanjurmarg
7351,1,Apartment,500,10500000.0,Vikhroli
7352,3,Apartment,1300,27500000.0,Kanjurmarg
7354,3,Apartment,1445,25000000.0,Kandivali East
7355,1,Apartment,685,3995000.0000000005,Dombivali
7357,1,Apartment,600,2850000.0,Nala Sopara
7366,3,Apartment,1660,13000000.0,Kharghar
7367,2,Apartment,950,11000000.0,Thane West
7368,1,Apartment,920,9500000.0,Thane West
7369,2,Apartment,760,2600000.0,Bhiwandi
7371,1,Apartment,465,1768000.0,Bhiwandi
7373,1,Apartment,465,1800000.0,Bhiwandi
7375,1,Apartment,520,1872000.0,Thane West
7376,1,Apartment,495,1880999.9999999998,Bhiwandi
7377,1,Apartment,555,2109000.0,Bhiwandi
7378,2,Apartment,700,2659000.0,Bhiwandi
7379,1,Apartment,545,2071000.0,Bhiwandi
7380,2,Apartment,700,2645000.0,Bhiwandi
7382,1,Apartment,685,5500000.0,Ulwe
7383,3,Apartment,1550,12500000.0,Ulwe
7387,2,Apartment,870,3306000.0,Bhiwandi
7388,1,Apartment,610,2318000.0,Bhiwandi
7389,2,Apartment,825,6400000.0,Thane West
7391,2,Apartment,750,5500000.0,Thane West
7392,2,Apartment,750,5450000.0,Thane West
7394,2,Apartment,1180,11500000.0,Thane West
7396,1,Apartment,525,1995000.0,Bhiwandi
7397,1,Apartment,600,2280000.0,Bhiwandi
7398,1,Apartment,500,1905000.0,Bhiwandi
7399,1,Apartment,421,1598000.0,Bhiwandi
7400,2,Apartment,700,2610000.0,Bhiwandi
7401,1,Apartment,615,2338000.0,Bhiwandi
7402,1,Apartment,530,2014000.0,Bhiwandi
7403,1,Apartment,575,2180000.0,Bhiwandi
7405,1,Apartment,500,1900000.0,Bhiwandi
7406,1,Apartment,790,5100000.0,Kharghar
7407,2,Apartment,1325,12000000.0,Ulwe
7408,1,Apartment,685,4500000.0,Ulwe
7414,2,Apartment,1350,11399999.999999998,Ulwe
7415,2,Apartment,1250,12500000.0,Ulwe
7416,3,Apartment,1800,20500000.0,Ghansoli
7417,3,Apartment,1800,23500000.0,Ghansoli
7418,2,Apartment,820,18000000.0,Chembur
7419,2,Apartment,1377,23000000.0,Wadala
7420,2,Apartment,990,10500000.0,Mira Road East
7421,3,Apartment,1300,19800000.0,Thane West
7422,3,Apartment,1300,19900000.0,Thane West
7423,1,Apartment,750,7220000.0,Mira Road East
7424,1,Apartment,475,3500000.0,Kalyan West
7425,2,Apartment,1050,16500000.0,Sanpada
7428,3,Apartment,1345,13500000.0,Mira Road East
7429,2,Apartment,1156,7500000.0,Panvel
7431,2,Apartment,1156,7100000.0,Panvel
7433,1,Apartment,635,4300000.0,Ulwe
7434,4,Apartment,3500,63000000.0,Thane West
7435,2,Apartment,1140,8000000.0,Kamothe
7436,3,Apartment,1300,36000000.0,Vashi
7437,3,Apartment,1373,23000000.0,Sanpada
7438,1,Studio Apartment,420,1750000.0,Virar
7440,1,Apartment,560,2050000.0,Kasheli
7441,1,Apartment,560,2352000.0,Kasheli
7442,1,Apartment,560,2240000.0,Kasheli
7445,2,Apartment,700,2650000.0,Bhiwandi
7454,2,Apartment,750,13000000.0,Kandivali East
7455,1,Apartment,550,7200000.0,Kandivali East
7467,2,Apartment,890,9494000.0,Thane West
7470,1,Apartment,670,4200000.0,Dombivali
7472,2,Apartment,503,1150000.0,Lower Parel
7478,2,Apartment,1123,7500000.0,Kalyan West
7479,2,Apartment,930,6400000.0,Kalyan West
7480,3,Apartment,1550,12200000.0,Kalyan West
7481,1,Apartment,680,4000000.0,Ulwe
7482,2,Apartment,1125,8800000.0,Ulwe
7483,2,Apartment,1250,11000000.0,Ulwe
7484,2,Apartment,1175,11500000.0,Ulwe
7485,1,Apartment,690,5600000.0,Ulwe
7486,2,Apartment,985,6200000.0,Ulwe
7487,2,Apartment,1350,13500000.0,Ulwe
7488,2,Apartment,1350,14000000.0,Ulwe
7489,1,Apartment,695,5900000.0,Ulwe
7491,1,Apartment,760,6750000.0,Mira Road East
7493,2,Apartment,750,11200000.000000002,Thane West
7496,2,Apartment,954,21000000.0,Andheri West
7497,4,Apartment,3500,62500000.0,Thane West
7500,2,Apartment,870,3479999.9999999995,Bhiwandi
7501,2,Apartment,700,2850000.0,Bhiwandi
7502,2,Apartment,785,2950000.0,Kasheli
7504,1,Apartment,575,2200000.0,Bhiwandi
7506,2,Apartment,820,2930000.0,Bhiwandi
7508,1,Apartment,615,2368000.0,Bhiwandi
7511,1,Apartment,600,2200000.0,Kasheli
7513,1,Studio Apartment,350,1330000.0,Bhiwandi
7514,1,Apartment,550,2050000.0,Kasheli
7515,1,Apartment,700,2700000.0,Bhiwandi
7516,1,Apartment,565,2147000.0,Bhiwandi
7517,1,Apartment,540,2128000.0,Bhiwandi
7518,1,Apartment,560,2147000.0,Bhiwandi
7519,1,Apartment,485,2200000.0,Bhiwandi
7521,1,Apartment,615,2350000.0,Bhiwandi
7522,2,Apartment,745,2800000.0,Bhiwandi
7523,1,Apartment,620,2385000.0,Bhiwandi
7524,1,Apartment,575,2250000.0,Bhiwandi
7527,1,Studio Apartment,425,1614999.9999999998,Bhiwandi
7530,1,Apartment,555,2108000.0,Bhiwandi
7532,1,Apartment,390,1482000.0,Bhiwandi
7533,1,Apartment,565,2148000.0,Bhiwandi
7534,1,Studio Apartment,425,1700000.0,Kasheli
7540,1,Apartment,540,2052000.0,Bhiwandi
7543,2,Apartment,746,2760000.0,Bhiwandi
7546,1,Apartment,560,2128000.0,Bhiwandi
7550,1,Apartment,550,12900000.0,Byculla
7551,3,Apartment,1540,26000000.0,Kandivali East
7552,3,Apartment,1255,18500000.0,Kandivali East
7553,1,Apartment,670,4500000.0,Ulwe
7554,3,Apartment,1680,32500000.0,Kandivali East
7564,2,Apartment,1100,16000000.0,Thane West
7565,3,Apartment,1550,35000000.0,Thane West
7566,3,Apartment,1400,24000000.0,Thane West
7568,2,Apartment,1000,16500000.0,Thane West
7569,1,Apartment,550,11000000.0,Thane West
7570,3,Apartment,1200,20000000.0,Thane West
7572,2,Apartment,900,13500000.0,Thane West
7573,3,Apartment,1200,22000000.0,Thane West
7574,3,Apartment,1280,20000000.0,Thane West
7575,2,Apartment,800,13000000.0,Thane West
7576,3,Apartment,1450,30000000.0,Thane West
7578,3,Apartment,1100,18000000.0,Thane West
7580,3,Apartment,1100,17500000.0,Thane West
7581,1,Apartment,600,7500000.0,Thane West
7582,2,Apartment,1080,12000000.0,Thane West
7583,2,Apartment,1050,17500000.0,Thane West
7585,2,Apartment,1000,16000000.0,Thane West
7586,2,Apartment,1050,12000000.0,Thane West
7587,2,Apartment,1080,12500000.0,Thane West
7588,2,Apartment,1050,13000000.0,Thane West
7590,2,Apartment,1150,12000000.0,Thane West
7595,3,Apartment,1725,25400000.0,Ghansoli
7596,2,Apartment,1355,18900000.0,Ghansoli
7599,3,Apartment,2000,34000000.0,Thane West
7600,3,Apartment,2000,35000000.0,Thane West
7601,3,Apartment,2000,33000000.0,Thane West
7602,1,Apartment,650,12000000.0,Thane West
7603,2,Apartment,1050,16000000.0,Thane West
7604,1,Apartment,585,2223000.0,Bhiwandi
7605,1,Apartment,585,2235000.0,Bhiwandi
7606,1,Studio Apartment,355,1349000.0,Bhiwandi
7607,1,Apartment,555,2110000.0,Bhiwandi
7609,1,Apartment,400,1520000.0,Bhiwandi
7610,1,Apartment,421,1599000.0,Bhiwandi
7614,2,Apartment,700,2660000.0,Bhiwandi
7615,1,Apartment,520,13700000.000000002,Malad East
7616,2,Apartment,650,13500000.0,Goregaon East
7617,2,Apartment,800,14000000.0,Kandivali East
7618,3,Apartment,1265,18500000.0,Kandivali East
7620,2,Apartment,910,13400000.0,Kandivali East
7621,1,Apartment,500,2200000.0,Naigaon East
7622,1,Apartment,570,3200000.0,Naigaon East
7625,2,Apartment,1240,16500000.0,Kharghar
7628,3,Apartment,780,19800000.0,Borivali West
7629,2,Apartment,895,5800000.0,Dombivali
7630,2,Apartment,755,2550000.0,Boisar
7631,3,Apartment,1500,13000000.0,Kharghar
7632,2,Apartment,1201,16500000.0,Kandivali East
7633,2,Apartment,945,13000000.0,Kandivali East
7635,2,Apartment,770,13000000.0,Kandivali East
7639,2,Apartment,900,6800000.0,Kalyan West
7640,3,Apartment,1195,27000000.0,Wadala
7641,2,Apartment,1050,20000000.0,Seawoods
7642,2,Apartment,900,19000000.0,Seawoods
7643,1,Apartment,635,3022000.0,Badlapur East
7644,4,Apartment,2200,19000000.0,Airoli
7645,1,Apartment,735,7000000.0,Thane West
7646,1,Apartment,750,8900000.0,Thane West
7647,2,Apartment,825,9970000.0,Mira Road East
7649,3,Apartment,1264,20500000.0,Thane West
7651,3,Apartment,1100,17000000.0,Thane West
7652,1,Apartment,700,10100000.0,Malad West
7653,2,Apartment,1150,22100000.0,Kandivali West
7654,2,Apartment,1000,25099999.999999996,Andheri West
7655,2,Apartment,970,25000000.0,Andheri West
7656,3,Apartment,1465,24300000.0,Kandivali East
7657,3,Apartment,1500,71900000.0,Dadar East
7666,2,Apartment,1100,18000000.0,Kandivali East
7668,1,Apartment,580,2146000.0,Bhiwandi
7669,1,Apartment,650,4500000.0,Kalyan West
7670,1,Apartment,650,5100000.0,Kalyan West
7671,2,Apartment,1100,8000000.0,Kalyan West
7672,2,Apartment,1250,12500000.0,Kalyan West
7673,3,Apartment,1650,26000000.0,Sanpada
7674,1,Apartment,745,6090000.0,Mira Road East
7675,1,Apartment,732,6297000.0,Mira Road East
7676,1,Apartment,675,4150000.0,Kalyan West
7677,5,Apartment,2800,25099999.999999996,Dombivali
7678,2,Apartment,950,10000000.0,Thane West
7680,2,Apartment,1050,14500000.0,Kandivali East
7682,1,Apartment,600,4200000.0,Kalyan West
7683,2,Apartment,730,16500000.0,Malad East
7684,3,Apartment,1074,24500000.0,Malad East
7685,2,Apartment,1100,8800000.0,Kamothe
7686,3,Apartment,1000,12800000.0,Thane West
7687,1,Apartment,750,7000000.0,Thane West
